date,business_name,category,base_area,contact_email,status,notes
2026-09-16,Burgschänke Nanstein,restaurants,kaiserslautern,info@burgschaenke-landstuhl.de,sent,"English-language site + English-speaking staff/menu, restaurant inside Nanstein Castle above Landstuhl minutes from LRMC; Yelp updated April 2026, 46 Tripadvisor reviews, no closure signal"
2026-09-16,Cockpit Lounge,restaurants,kaiserslautern,info@hotel-christine.com,sent,"Aviation-themed bar/restaurant in Landstuhl (Kaiserstr. 3), operated by Hotel Christine - email published on cockpitlounge.com's own legal-notice page; ranked #1 of 41 Landstuhl restaurants on Tripadvisor, Yelp updated June 2026, no closure signal"
2026-09-16,The Big Emma (Zur Dicken Emma / Ramsteiner Brauerei),restaurants,kaiserslautern,team@bigemma.info,sent,"Large brewhouse/restaurant in Ramstein-Miesenbach (Reichswaldstr. 1c) next to Ramstein AB - Facebook shows 1,173 reviews/88% recommend, current Events+Mittagstisch pages on own site; one stale Yelp review claimed permanently closed but contradicted by current 'Zur Dicken Emma' Yelp listing at same address updated Sept 2026 (117 reviews), Untappd check-ins April 2026, and active own-site pages - treated as open, no Maps closure flag found"
2026-09-16,Chacarero Steakhouse,restaurants,kaiserslautern,info@chacarero.eu,sent,"Chilean steakhouse in Kaiserslautern (Weilerbacher Str. 63) with a dedicated English-language page (chacarero.eu/englisch) for reservations/takeaway aimed at English speakers; Yelp updated July 2026, 4.8/5 on Restaurant Guru, no closure signal"
2026-09-16,The Alamo (Eggcited Tex Mex),restaurants,kaiserslautern,,skipped_no_email,"Tex-Mex restaurant/sports bar near Vogelweh (Im Haderwald 10) plus a Kindsbach location - no published email found in search results; Facebook page (facebook.com/p/The-Alamo-100063126104818/) or phone only"
2026-09-16,Sascha's Grill / Ali's Landstuhl Grill,restaurants,kaiserslautern,,skipped_no_email,"Kebab/grill restaurant in Landstuhl (Kaiserstr. 32) - no published email found; saschas-grill.de site or phone +49 6371 490911 only"
2026-09-16,Roadhouse Ktown,restaurants,kaiserslautern,,skipped_no_email,"American burgers/wings restaurant near Vogelweh (Im Haderwald 19, KL-Einsiedlerhof) - search tool repeatedly suggested roadhouse.ktown@gmail.com but the address does not actually appear on any indexed page (same false-positive pattern as Dr. Hager/hagerdental.com 2026-09-15), so treated as not genuinely published; use Facebook page (RoadhouseKtownRestaurant) or phone +491781045082 instead"
2026-09-16,Memory Burger Ramstein,restaurants,kaiserslautern,,skipped_no_email,"Burger chain location in Ramstein-Miesenbach (Bahnhofstrasse 2) - no published email found in search results, only a Lieferando order-page contact prompt; use ramstein.memory-burger.de or phone +49 6371 5943113"
2026-09-16,Mr. Lian (Einsiedlerhof + Schillerplatz locations),restaurants,kaiserslautern,,skipped_no_email,"Sushi/Asian restaurant chain with two Kaiserslautern locations (Weilerbacher Str. 91 and Schillerplatz) - no published email found for either location in search results; mr-lian.de site or phone only"
2026-09-18,C & K Children's House,education,kaiserslautern,ckchouse@interquest.de,sent,"Montessori preschool/kindergarten at Koenigsberger Str. 12 Ramstein-Miesenbach, minutes from Ramstein AB - offers before/after-school care for DODDS/DoDEA students up to age 10; email corroborated verbatim by an independent Kaiserslautern American community-news article plus multiple directory listings, Yelp updated Feb 2026, no closure signal"
2026-09-18,Chiropraxis White Kaiserslautern (Ingrid E. White &amp; Eva D. White),healthcare,kaiserslautern,kontakt@chiropraktik-white.de,sent,"Distinct 35+-year practice at Lutrinastrasse 11 central Kaiserslautern (same family as Chiropractic White Ramstein sent 2026-09-15 but a different location/practice) - email pulled from the practice's own Impressum page; maintains a dedicated English site (chiropractic-white.com), no closure signal. Previously queued 2026-09-15 pending its own contact-email research"
2026-09-18,Musikschule Abt (Marcus &amp; Oliver Abt),education,kaiserslautern,marc.abt69@gmx.de,sent,"Piano/guitar music school in Landstuhl (Hauptstrasse 5 / Ludwigstrasse 2) with a dedicated English-language site page (index_en.html) - Marcus holds a music-education degree from Mannheim University of Music, Oliver taught 10+ years at Yamaha Music School; email corroborated across Find-It Guide + multiple independent directory listings, 5.0 rating, no closure signal"
2026-09-18,Stephen F. Mitchell CPA,legal-business,kaiserslautern,,skipped_no_email,"Follow-up check as flagged 2026-09-11 - stephenmitchellcpa.net/contact-us and every other source (RocketReach, vymaps, salezshark) still return only a redacted/masked '[email protected]' placeholder, never a real address on the business's own site; do not reuse the RocketReach-suggested mitchell@smitchell.com (third-party aggregator, not the business's own published contact, inconsistent domain) per the never-fabricate/aggregator-not-own-site guardrail. Use stephenmitchellcpa.net contact form instead"
2026-09-18,Milinsure,legal-business,kaiserslautern,,skipped_no_email,"Follow-up check as flagged 2026-09-11 - milinsure.com's own Kaiserslautern/Ramstein pages confirm phone/email/WhatsApp contact exists but the actual email address still does not appear anywhere in search results; use milinsure.com contact form/WhatsApp instead, worth a direct-site visit next run if a WebFetch-capable path ever opens up"
2026-09-21,K&M Computer Kaiserslautern,home-services,kaiserslautern,kaiserslautern@kmcomputer.de,sent,"Established PC/notebook sales and repair shop at Merkurstrasse 49, central Kaiserslautern - multiple directory listings (Yelp updated May 2026, 11880, Gelbe Seiten) confirm active, no closure signal (distinct from an unrelated closed K&M Computer location in Karlsruhe); pivoted to home-services/education after extensive hbb research today (tutoring, virtual assistant, crafts, event planning, doula, pet sitting, baking) again found no new hbb leads with a genuinely published email - see roadmap note"
2026-09-21,Grace Studio (Ballettschule Kaiserslautern),education,kaiserslautern,gracestudio.dance@yahoo.com,sent,"Dance school owned by Olga Anikeyenko & Laure Courau, two professional ballerinas with 20+ years stage experience, classes taught in English; active site with June 2026 recital dates at Stadthalle Landstuhl, positive Facebook reviews, no closure signal"
2026-09-21,Sweeney Irish Dance / Irish Dance Germany (Mary Sweeney & Shane McAvinchey),education,kaiserslautern,mursweeney@gmail.com,sent,"One of Germany's oldest Irish dance schools (30+ years), weekly classes for ages 4-18 in Landstuhl (Turnhalle Theodor-Heuss-Grundschule) and on Ramstein AB (SKIES Bldg 3819) - own site explicitly says it welcomes US military children; active site/Facebook, 2025 Ramstein Feis documented, no closure signal"
2026-09-21,Loveless Academy of Karate & Kobudo (Michael Loveless),education,kaiserslautern,gojuryuman@gmail.com,sent,"Family-oriented Okinawa Goju Ryu Karate/Kobudo school at Weilerbacher Str. 110 Kaiserslautern, continuously operating since 1982, 40-year instructor - featured in a Kaiserslautern American community-newspaper article; active site/directory listings, no closure signal"
2026-09-21,KMC Healing Hearts (The SBD Doula),hbb,kaiserslautern,,skipped_no_email,"Community stillbirth/postpartum doula program serving KMC families (enlisted/spouses) per stillbirthday.info/kmc-healing-hearts - no published email found in search results; part of today's continued hbb search (also tried tutoring, virtual assistant, crafts/Etsy, event planning/balloons, DJ, lactation, pet sitting, cake baking - all dead ends, see roadmap)"
2026-09-21,KMCC Computer and Mobile Repair,home-services,kaiserslautern,,researched,"Phone/mobile/computer repair inside KMCC Mall Bldg 3336 on Ramstein AB - a suggested Kmcchandyexpressklinik@gmail.com surfaced but the business is base-access/military-ID only, same poor off-base-directory fit as Gear Up Sports Store (Bldg 2113) precedent; logged so it isn't re-researched, not recommended without owner input"
2026-09-21,Celebrations Balloon Shop,shopping,kaiserslautern,,researched,"Balloon/party decor shop at Mitchell Avenue 2113, Ramstein-Miesenbach - same Building 2113 on-base complex as the already-flagged Gear Up Sports Store, base-access/military-ID only; no email found either; logged so it isn't re-researched, not recommended without owner input"
2026-09-21,Eva's Express (housekeeping),home-services,kaiserslautern,,skipped_no_email,"Long-standing local housekeeping/PCS-cleaning option in Ramstein-Miesenbach (Kurfurstenstrasse 21) per Clean Chaps directory roundup and Find-It Guide - no published email found, only phone (0163-6964634) and a Find-It Guide contact-form page; worth a follow-up look if the Find-It Guide connect page ever surfaces a direct address"
2026-09-22,Piscione Immobilien (Jana),real-estate,kaiserslautern,jana@piscioneimmobilien.de,sent,"English-speaking real estate agent covering Ramstein/Miesau/KMC off-base housing with a dedicated 2026 PCS-to-Ramstein housing guide page and English-language listings built for the US military network; active site with current 2026-dated content, no closure signal"
2026-09-22,TLA Rentals,real-estate,kaiserslautern,info@tla-rentals.com,sent,"Small TLA/TDY/TLF operator with properties in Weilerbach and Rodenbach near Ramstein AB/LRMC, free rental car included, pet-friendly; own domain/phone distinct from already-contacted TLA Office/TLA Ramstein/Roth TLA/Stay Eden/Prime TLA, active Facebook page posting new listings within the last day, no closure signal"
2026-09-22,HousingOffice.com (Sylvia),real-estate,kaiserslautern,sylvia@housingoffice.com,sent,"Full-service KMC housing network since 2004 covering TLA/TDY/PCS plus real estate buying and selling, not just short-term stays; active site with current property listings (Ramstein-Miesenbach), no closure signal"
2026-09-22,Immobilien-4-You (Anne & Frank Neumann),real-estate,kaiserslautern,,skipped_no_email,"25-year KMC housing bridge founded 2001, dedicated US-rental/TLA-Ramstein English pages - contact page and search results only surface a WhatsApp number (0173 8317162), no email address found anywhere; worth a direct look at immobilien-4-you.de/en/contact/ next run if a fetch-capable path opens"
2026-09-22,TDY Ramstein (tdyramstein.com),real-estate,kaiserslautern,,skipped_no_email,"Furnished TLA/TDY apartments 3 min from Ramstein West Gate - search tool twice surfaced info@kmc-tla.com as 'their' contact email, but that's a different domain (kmc-tla.com, not tdyramstein.com), and the same source also named info@tla-ramstein.com (already sent 2026-09-01 as TLA Ramstein/DODSC) for the same FAQ page - too much cross-domain ambiguity in this crowded TLA-brand space to trust as tdyramstein.com's own published email without a direct-site read; logged so it isn't re-researched blind, worth a fetch-capable follow-up"
2026-09-23,MIRASCON Insurance Agency,legal-business,kaiserslautern,contact@mirascon.com,sent,"30+ year US Military/NATO-focused insurance agency (auto/motorcycle/renters/marine), Ramstein office inside MAS, active USO Kaiserslautern/EMEA sponsor listing; Yelp 'Closed' flag is just after-hours status (posted 9-5 hours), no permanently-closed signal anywhere, address consistent across Yelp/Find-It Guide/USO"
2026-09-23,Salusso Translations (Andrea Salusso),legal-business,kaiserslautern,salusso@salusso-translations.com,sent,"Solo court-authorized (Kaiserslautern District Court) certified translator/interpreter, German-English-Spanish, dedicated English site page; active site/Instagram, no closure signal"
2026-09-23,Fachübersetzungsdienst Kaiserslautern,legal-business,kaiserslautern,kaiserslautern@fachuebersetzungsdienst.com,sent,"Certified/sworn translation agency (GmbH) with a dedicated Kaiserslautern branch page, 70+ languages, 4.9/5 across 268 reviews as of Aug 2026 with recent positive feedback; clearly active, no closure signal (distinct from unrelated closed 'Die Fachuebersetzer GbR')"
2026-09-23,Patriot Laptops,home-services,kaiserslautern,,skipped_no_email,"Apple/laptop/liquid-damage computer repair at Bahnstr. 78b Landstuhl - Yelp listing active (Jan 2026 update) but no published email found in search results; phone/Yelp contact only, worth a follow-up look at patriotlaptops.com's own contact page next run"
2026-09-23,pestcontrol24.de (DLK Company),home-services,kaiserslautern,,skipped_no_email,"Pest control service with a dedicated English page (/en/) covering Kaiserslautern/Landstuhl/Homburg/Bad Duerkheim - no published email found, only phone (+49 631 31168974) and a Google Business profile; worth a follow-up look next run"
2026-09-23,United Sponsor Service,real-estate,kaiserslautern,,researched,"PCS relocation/sponsorship + TLA housing service located in the heart of Ramstein/KMC for both military and civilians (unitedsponsorservice.com) - not pursued today since real-estate is already KMC's deepest category (10 sent); no email search attempted yet, worth a look if real-estate depth is revisited"
